Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"Quincy Lewis","1996-97","Minnesota","Big Ten","35","618","7.1","14.9","0.478","6.1","11.1","0.547","1.0","3.8","0.276","2.9","4.5","0.643","5.9","3.3","2.8","1.0","3.2","5.3","18.2","-0.9"
"Quincy Lewis","1998-99","Minnesota","Big Ten","27","913","9.9","21.7","0.457","7.6","15.9","0.478","2.3","5.8","0.398","5.3","6.5","0.811","7.0","1.7","0.0","0.0","2.5","3.4","27.4","-0.9"
"Jeff Foster","1995-96","Texas State","Southland","26","340","3.6","8.2","0.443","3.5","8.1","0.435","0.1","0.1","1.000","2.2","4.6","0.487","12.7","2.2","1.1","2.0","2.8","7.6","9.6","13.0"
"Jeff Foster","1996-97","Texas State","Southland","29","637","5.5","10.7","0.512","5.3","10.5","0.503","0.2","0.2","1.000","4.5","6.9","0.645","13.9","1.6","1.4","2.4","3.4","5.7","15.6","13.0"
"Jeff Foster","1998-99","Texas State","Southland","28","787","7.2","14.5","0.498","7.2","14.5","0.498","0.0","0.0",NULL,"5.7","8.3","0.693","16.1","2.2","1.5","1.4","2.9","4.3","20.2","13.0"
"Kenny Thomas","1995-96","New Mexico","WAC","33","981","6.9","12.0","0.578","6.9","11.9","0.584","0.0","0.1","0.000","5.9","8.3","0.709","10.4","2.2","0.9","2.0","4.0","4.8","19.7","6.6"
"Kenny Thomas","1996-97","New Mexico","WAC","32","1000","5.6","10.6","0.527","5.1","9.1","0.561","0.4","1.4","0.306","6.2","8.2","0.752","8.8","2.5","0.9","1.9","3.9","3.9","17.8","6.6"
"Kenny Thomas","1998-99","New Mexico","WAC","26","903","7.2","13.2","0.545","6.0","9.9","0.603","1.2","3.2","0.370","5.0","6.8","0.734","11.5","2.3","1.8","2.7","3.0","2.9","20.6","6.6"
"Tim James","1995-96","Miami (FL)","Big East","28","625","7.5","14.1","0.529","7.4","13.8","0.535","0.1","0.4","0.333","2.9","5.4","0.541","9.7","0.8","1.4","3.2","3.1","3.2","18.0","-0.3"
"Tim James","1996-97","Miami (FL)","Big East","29","900","7.3","16.9","0.434","7.2","16.5","0.438","0.1","0.4","0.250","3.2","5.3","0.608","8.7","1.6","1.1","2.8","3.6","2.6","18.0","-0.3"
"Tim James","1998-99","Miami (FL)","Big East","30","956","9.0","18.9","0.477","8.5","17.2","0.495","0.5","1.7","0.293","4.8","6.9","0.697","10.3","1.0","1.7","2.7","4.1","2.2","23.3","-0.3"
"Vonteego Cummings","1995-96","Pitt","Big East","18","438","3.6","10.7","0.333","2.6","6.8","0.387","0.9","3.8","0.238","2.6","3.8","0.667","5.7","4.7","1.4","0.5","3.3","3.2","10.6","-0.9"
"Vonteego Cummings","1996-97","Pitt","Big East","33","1129","6.7","14.7","0.457","5.2","10.9","0.476","1.5","3.7","0.400","4.2","5.9","0.713","4.9","5.0","3.0","0.2","4.6","3.5","19.1","-0.9"
"Vonteego Cummings","1998-99","Pitt","Big East","26","923","6.6","16.1","0.411","4.9","10.7","0.452","1.8","5.4","0.331","3.1","4.5","0.699","4.6","4.9","3.0","0.5","3.6","3.3","18.2","-0.9"
"Jumaine Jones","1998-99","Georgia","SEC","30","1032","7.6","17.2","0.445","5.8","11.8","0.489","1.9","5.3","0.348","4.7","6.5","0.726","11.0","1.2","1.2","0.8","2.9","2.8","21.9","2.4"
"Scott Padgett","1994-95","Kentucky","SEC","14","57","4.9","18.9","0.259","2.1","9.8","0.214","2.8","9.1","0.308","7.0","8.4","0.833","11.9","2.8","2.1","0.7","2.1","7.0","19.6","2.7"
"Scott Padgett","1996-97","Kentucky","SEC","32","759","5.3","12.9","0.410","2.8","5.6","0.500","2.5","7.3","0.341","3.2","4.2","0.763","8.5","3.0","2.5","0.8","3.0","4.8","16.2","2.7"
"Scott Padgett","1998-99","Kentucky","SEC","37","1075","5.8","12.5","0.466","3.5","6.5","0.543","2.3","6.0","0.381","3.5","5.1","0.681","8.1","3.6","1.7","0.9","2.5","3.1","17.4","2.7"
"John Celestand","1995-96","Villanova","Big East","30","340","4.1","10.9","0.376","2.9","6.4","0.463","1.2","4.6","0.256","2.1","3.1","0.692","4.2","5.2","1.6","0.6","3.1","5.4","11.5","-0.3"
"John Celestand","1996-97","Villanova","Big East","34","956","4.1","10.7","0.380","2.8","6.4","0.444","1.2","4.3","0.284","2.5","3.8","0.659","3.8","5.1","2.2","0.3","4.4","3.2","11.8","-0.3"
"John Celestand","1998-99","Villanova","Big East","31","1006","6.0","13.8","0.435","3.7","7.7","0.479","2.3","6.1","0.379","3.9","4.9","0.798","3.8","5.4","1.6","0.3","3.7","2.7","18.3","-0.3"
"Michael Ruffin","1995-96","Tulsa","MVC","30","689","4.5","8.5","0.534","4.5","8.4","0.538","0.0","0.1","0.000","3.3","7.1","0.463","13.5","1.3","1.5","2.7","2.8","4.5","12.4","1.2"
"Michael Ruffin","1996-97","Tulsa","WAC","34","965","4.1","7.2","0.563","4.1","7.2","0.566","0.0","0.0","0.000","3.9","6.2","0.633","14.1","1.5","1.3","2.3","3.1","3.8","12.1","1.2"
"Michael Ruffin","1998-99","Tulsa","WAC","33","1063","4.4","8.4","0.527","4.4","8.2","0.537","0.0","0.2","0.000","5.6","9.3","0.603","12.9","1.7","2.3","3.2","3.3","3.7","14.4","1.2"
"Chris Herren","1996-97","Fresno State","WAC","32","971","8.0","16.8","0.475","5.2","9.1","0.573","2.8","7.7","0.362","4.3","6.5","0.654","3.0","6.0","2.4","0.2","3.8","4.2","23.1","-0.9"
"Chris Herren","1998-99","Fresno State","WAC","25","685","5.3","13.0","0.408","2.7","6.3","0.435","2.6","6.7","0.383","3.4","5.0","0.682","2.4","10.6","1.5","0.1","4.0","3.7","16.6","-0.9"
"Evan Eschmeyer","1995-96","Northwestern","Big Ten","27","691","5.4","9.7","0.560","5.4","9.7","0.560","0.0","0.0",NULL,"3.1","6.1","0.509","10.3","0.9","1.2","1.5","2.5","6.1","14.0","0.5"
"Evan Eschmeyer","1996-97","Northwestern","Big Ten","29","805","7.3","11.9","0.613","7.3","11.9","0.613","0.0","0.0",NULL,"5.8","8.8","0.652","11.7","2.3","1.4","1.7","3.4","4.5","20.4","0.5"
"Evan Eschmeyer","1998-99","Northwestern","Big Ten","29","938","7.7","13.1","0.584","7.7","13.1","0.584","0.0","0.0",NULL,"8.9","11.6","0.762","12.5","3.2","1.0","2.0","4.0","4.3","24.2","0.5"
"Calvin Booth","1995-96","Penn State","Big Ten","29","670","6.0","10.9","0.549","6.0","10.9","0.549","0.0","0.0",NULL,"3.6","5.7","0.635","9.0","2.1","1.1","6.0","2.5","3.8","15.6","0.8"
"Calvin Booth","1996-97","Penn State","Big Ten","27","706","4.9","11.6","0.426","4.9","11.4","0.428","0.1","0.2","0.333","3.5","4.8","0.726","7.6","0.8","0.8","5.2","3.7","3.7","13.4","0.8"
"Calvin Booth","1998-99","Penn State","Big Ten","27","942","6.7","13.0","0.513","6.7","12.7","0.523","0.0","0.3","0.000","4.2","5.5","0.775","10.0","1.0","0.7","4.0","2.6","2.5","17.6","0.8"
"Obinna Ekezie","1995-96","Maryland","ACC","30","463","4.4","9.3","0.472","4.4","9.3","0.472","0.0","0.0",NULL,"2.9","5.2","0.550","9.6","0.9","1.1","1.7",NULL,NULL,"11.7","-1.5"
"Obinna Ekezie","1996-97","Maryland","ACC","32","858","5.4","9.7","0.550","5.4","9.7","0.550","0.0","0.0",NULL,"4.3","6.7","0.639","9.9","1.0","1.1","1.5",NULL,NULL,"15.0","-1.5"
"Obinna Ekezie","1998-99","Maryland","ACC","24","614","6.8","13.9","0.488","6.8","13.7","0.493","0.0","0.1","0.000","6.3","9.1","0.693","9.2","1.4","1.1","2.3",NULL,NULL,"19.9","-1.5"
"Laron Profit","1995-96","Maryland","ACC","27","366","5.9","12.2","0.482","4.6","8.6","0.532","1.3","3.6","0.364","3.7","4.9","0.756","8.1","3.5","4.4","0.7","6.0","4.7","16.8","-0.5"
"Laron Profit","1996-97","Maryland","ACC","32","1033","6.2","13.0","0.475","4.8","9.2","0.525","1.4","3.8","0.354","2.2","3.5","0.626","6.6","2.6","2.4","0.8","3.4","2.7","16.0","-0.5"
"Laron Profit","1998-99","Maryland","ACC","34","982","7.5","15.0","0.503","6.6","11.9","0.553","1.0","3.1","0.312","4.1","6.0","0.676","6.6","3.0","2.8","0.5","3.5","3.1","20.1","-0.5"
"AJ Bramlett","1995-96","Arizona","Pac-10","30","251","3.8","7.5","0.511","3.8","7.5","0.511","0.0","0.0",NULL,"1.6","4.5","0.357","8.9","3.0","1.3","1.4","1.0","5.9","9.2","-0.2"
"AJ Bramlett","1996-97","Arizona","Pac-10","33","788","5.5","10.4","0.529","5.5","10.3","0.532","0.0","0.1","0.000","2.5","4.8","0.526","11.6","1.0","1.3","1.1","2.5","5.3","13.5","-0.2"
"AJ Bramlett","1998-99","Arizona","Pac-10","29","909","7.0","13.2","0.535","7.0","13.1","0.537","0.0","0.0","0.000","4.0","7.0","0.576","12.0","1.6","1.1","1.6","2.5","4.1","18.1","-0.2"
"Francisco Elson","1998-99","University of California","Pac-10","32","632","5.1","9.9","0.513","5.1","9.9","0.513","0.0","0.0",NULL,"1.3","3.2","0.412","10.3","1.0","1.6","2.7","2.3","5.3","11.5","0.8"
"Lee Nailon","1998-99","Texas Christian","WAC","31","990","10.7","21.2","0.508","10.6","20.6","0.515","0.2","0.6","0.267","6.9","9.7","0.715","11.6","3.2","1.5","1.2","4.0","4.5","28.6","-1.5"
"Ryan Robertson","1995-96","Kansas","Big 8","34","303","5.3","10.8","0.488","2.8","5.3","0.525","2.5","5.5","0.452","6.2","8.1","0.770","5.7","4.2","2.1","0.1","1.5","4.2","19.3","0.0"
"Ryan Robertson","1996-97","Kansas","Big 12","36","654","3.1","7.3","0.417","1.6","3.8","0.419","1.5","3.5","0.414","2.3","2.8","0.804","3.3","6.1","1.0","0.4","2.8","3.9","9.8","0.0"
"Ryan Robertson","1998-99","Kansas","Big 12","33","1165","4.7","10.6","0.439","2.9","5.9","0.494","1.8","4.7","0.370","3.5","4.0","0.871","4.5","3.6","1.9","0.4","1.6","2.6","14.6","0.0"
"Todd MacCulloch","1995-96","Washington","Pac-10","28","419","9.9","14.7","0.675","9.9","14.7","0.675","0.0","0.0",NULL,"3.6","5.6","0.644","12.8","0.4","1.0","3.1","2.5","7.4","23.5","1.9"
"Todd MacCulloch","1996-97","Washington","Pac-10","28","614","10.6","15.7","0.676","10.6","15.7","0.676","0.0","0.0",NULL,"4.7","6.4","0.735","13.3","0.8","1.1","1.6","3.1","5.7","25.9","1.9"
"Todd MacCulloch","1998-99","Washington","Pac-10","29","904","9.3","14.0","0.662","9.3","14.0","0.662","0.0","0.0",NULL,"5.4","9.0","0.598","15.3","1.1","1.3","2.1","1.9","3.3","24.0","1.9"
"Lari Ketner","1996-97","UMass","A-10","33","792","7.1","12.8","0.557","7.1","12.7","0.560","0.0","0.1","0.000","3.4","5.8","0.588","8.8","1.2","0.4","3.7","3.1","5.2","17.6","-0.3"
"Lari Ketner","1998-99","UMass","A-10","29","879","5.8","13.8","0.422","5.8","13.8","0.422","0.0","0.0",NULL,"2.6","4.6","0.559","11.0","1.6","0.5","2.9","2.3","4.1","14.2","-0.3"
"Rodney Buford","1995-96","Creighton","MVC","29","752","8.4","18.2","0.462","6.0","11.9","0.500","2.4","6.3","0.390","3.1","4.3","0.728","6.5","2.2","2.6","1.3","2.6","2.6","22.4","-2.8"
"Rodney Buford","1996-97","Creighton","MVC","30","947","9.5","21.6","0.439","7.1","15.2","0.465","2.4","6.5","0.379","3.4","4.6","0.736","7.1","2.0","1.9","0.8","2.7","2.5","24.9","-2.8"
"Rodney Buford","1998-99","Creighton","MVC","31","1011","8.2","17.4","0.469","6.0","12.4","0.481","2.2","4.9","0.440","4.3","5.3","0.820","8.8","2.7","2.3","0.3","2.8","2.2","22.8","-2.8"
"Tim Young","1994-95","Stanford","Pac-10","29","733","7.5","15.0","0.500","7.5","15.0","0.500","0.0","0.0",NULL,"4.5","6.5","0.692","13.6","0.6","0.8","2.3","2.4","4.6","19.5","-0.2"
"Tim Young","1996-97","Stanford","Pac-10","30","782","7.2","14.2","0.504","7.2","14.2","0.504","0.0","0.0",NULL,"6.7","8.4","0.794","8.7","2.1","1.0","2.6","3.4","4.4","21.0","-0.2"
"Tim Young","1998-99","Stanford","Pac-10","33","821","5.7","11.4","0.506","5.7","11.4","0.506","0.0","0.0",NULL,"4.6","5.6","0.825","7.7","3.3","0.6","1.5","2.9","4.1","16.1","-0.2"
"Raja Bell","1994-95","Boston University","NAC","30","866","5.5","13.4","0.405","3.9","9.9","0.397","1.5","3.6","0.429","2.7","3.7","0.728","5.9","1.7","0.8","0.3","3.1","4.2","15.2","8.7"
"Raja Bell","1995-96","Boston University","NAC","28","932","6.7","15.5","0.431","5.1","10.6","0.476","1.6","4.8","0.330","3.2","4.8","0.661","4.9","2.2","1.5","0.1","2.8","3.1","18.1","8.7"
"Raja Bell","1998-99","Florida International","Sun Belt","29","1011","6.6","14.5","0.456","4.7","9.0","0.522","1.9","5.5","0.348","4.0","5.4","0.745","4.9","3.1","1.5","0.2","3.0","3.4","19.1","8.7"
"DerMarr Johnson","1999-00","Cincinnati","CUSA","32","879","6.4","13.3","0.478","4.0","7.0","0.575","2.4","6.4","0.371","3.2","4.3","0.737","5.6","2.0","1.4","1.4","2.1","2.9","18.3","0.6"
"Chris Mihm","1998-99","Texas","Big 12","32","1027","5.6","12.5","0.449","5.6","12.3","0.454","0.0","0.2","0.000","5.8","8.5","0.683","13.7","0.7","0.5","3.3","3.0","3.5","17.0","-4.1"
"Chris Mihm","1999-00","Texas","Big 12","33","1014","8.1","15.5","0.523","7.9","15.0","0.525","0.3","0.6","0.467","6.5","9.2","0.707","13.6","0.9","0.4","3.6","3.2","3.6","23.0","-4.1"
"Jamal Crawford","1999-00","Michigan","Big Ten","17","577","7.3","17.7","0.412","5.0","10.7","0.468","2.3","7.0","0.327","2.8","3.5","0.784","3.3","5.3","1.3","1.1","3.7","1.3","19.6","10.9"
"Joel Przybilla","1998-99","Minnesota","Big Ten","28","713","4.4","7.9","0.560","4.4","7.9","0.560","0.0","0.0",NULL,"1.7","2.9","0.577","9.1","2.3","0.0","0.0","3.6","5.0","10.5","3.3"
"Joel Przybilla","1999-00","Minnesota","Big Ten","21","638","7.6","12.5","0.613","7.6","12.5","0.613","0.0","0.0",NULL,"3.4","7.0","0.495","11.0","3.1","1.1","5.1","4.8","3.8","18.7","3.3"
"Kenyon Dooling","1998-99","Missouri","Big 12","28","676","4.6","10.1","0.459","4.1","8.4","0.493","0.5","1.7","0.286","4.7","6.5","0.718","3.4","5.0","1.9","0.7","3.3","2.8","14.4","-3.6"
"Kenyon Dooling","1999-00","Missouri","Big 12","31","983","5.9","15.2","0.389","3.5","8.3","0.424","2.4","6.9","0.347","5.0","6.8","0.743","3.4","4.6","1.8","0.7","3.2","2.3","19.2","-3.6"
"Jerome Moiso","1998-99","UCLA","Pac-10","29","689","7.6","15.6","0.487","7.4","14.7","0.502","0.2","0.9","0.250","2.8","4.5","0.615","9.8","1.5","1.4","1.5","3.1","4.8","18.2","-0.6"
"Jerome Moiso","1999-00","UCLA","Pac-10","33","972","7.0","14.0","0.501","7.0","13.7","0.508","0.0","0.2","0.167","3.6","5.8","0.613","10.4","1.6","1.5","2.3","3.6","3.8","17.6","-0.6"
"Etan Thomas","1996-97","Syracuse","Big East","25","408","5.4","10.1","0.534","5.4","10.1","0.534","0.0","0.0",NULL,"3.2","7.0","0.465","10.3","0.3","0.9","4.7","3.2","5.7","14.0","-1.0"
"Etan Thomas","1998-99","Syracuse","Big East","33","913","6.5","10.5","0.617","6.5","10.5","0.617","0.0","0.0",NULL,"4.8","8.3","0.574","10.6","0.7","1.2","5.7","2.5","4.0","17.7","-1.0"
"Etan Thomas","1999-00","Syracuse","Big East","29","940","6.3","10.5","0.602","6.3","10.5","0.602","0.0","0.0",NULL,"4.2","6.2","0.678","11.4","0.7","0.9","4.6","2.5","3.9","16.8","-1.0"
"Courtney Alexander","1995-96","Virginia","ACC","27","727","8.1","16.6","0.487","7.1","14.7","0.483","1.0","1.9","0.514","3.5","4.5","0.768","6.7","2.0","1.2","0.5","2.5","3.1","20.6","-2.1"
"Courtney Alexander","1996-97","Virginia","ACC","26","732","7.8","18.5","0.420","5.6","13.6","0.411","2.2","4.9","0.444","3.3","4.3","0.759","3.8","2.0","1.1","0.1","1.7","2.7","21.0","-2.1"
"Courtney Alexander","1998-99","Fresno State","WAC","32","1023","10.3","22.0","0.469","8.4","15.8","0.528","2.0","6.2","0.316","4.1","5.5","0.757","4.7","3.2","2.0","0.3","3.0","3.0","26.7","-2.1"
"Courtney Alexander","1999-00","Fresno State","WAC","27","974","10.3","23.2","0.447","8.0","16.0","0.499","2.4","7.2","0.331","4.4","5.6","0.781","5.3","3.9","1.5","0.2","2.8","2.5","27.5","-2.1"
"Mateen Cleaves","1996-97","Michigan State","Big Ten","29","750","5.9","14.8","0.401","5.0","10.7","0.463","1.0","4.1","0.237","3.0","4.2","0.722","3.9","7.8","0.9","0.2","6.2","3.3","15.8","-2.0"
"Mateen Cleaves","1998-99","Michigan State","Big Ten","38","1185","5.4","13.2","0.406","3.9","8.4","0.472","1.4","4.9","0.292","2.9","3.6","0.787","2.1","9.2","2.3","0.1","4.8","2.6","15.0","-2.0"
"Mateen Cleaves","1999-00","Michigan State","Big Ten","26","820","5.3","12.6","0.421","3.8","8.5","0.443","1.6","4.1","0.376","3.2","4.2","0.756","2.2","8.7","1.8","0.2","4.6","2.8","15.4","-2.0"
"Jason Collier","1996-97","Indiana","Big Ten","33","778","5.8","13.3","0.434","5.4","12.6","0.433","0.3","0.7","0.462","4.1","6.0","0.684","9.7","1.2","0.8","1.7","3.7","3.9","15.9","-2.3"
"Jason Collier","1998-99","Georgia Tech","ACC","25","849","7.2","16.3","0.441","5.7","12.1","0.471","1.5","4.2","0.356","4.3","6.0","0.719","8.6","1.7","0.7","1.6","4.1","4.1","20.3","-2.3"
"Jason Collier","1999-00","Georgia Tech","ACC","30","975","7.3","15.4","0.473","6.0","12.0","0.503","1.3","3.4","0.369","5.0","6.8","0.735","11.3","2.0","0.9","1.4","3.9","3.3","20.9","-2.3"
"Desmond Mason","1996-97","Oklahoma State","Big 12","32","539","3.9","10.2","0.377","2.6","6.4","0.407","1.3","3.9","0.327","1.7","2.7","0.622","5.9","1.6","1.0","0.7","3.1","3.3","10.7","-1.9"
"Desmond Mason","1998-99","Oklahoma State","Big 12","34","1180","6.6","13.8","0.480","5.7","11.2","0.514","0.9","2.7","0.342","3.6","4.8","0.746","9.1","0.9","1.8","1.0","2.5","2.8","17.8","-1.9"
"Desmond Mason","1999-00","Oklahoma State","Big 12","34","1202","7.0","14.1","0.499","4.9","9.1","0.536","2.1","5.0","0.430","4.2","5.4","0.767","7.5","1.7","1.4","1.1","2.0","2.3","20.3","-1.9"
"Quentin Richardson","1998-99","DePaul","CUSA","31","1040","7.8","16.3","0.478","6.1","11.5","0.534","1.7","4.9","0.346","5.2","7.0","0.743","12.6","1.2","0.9","0.3","2.3","2.7","22.5","8.9"
"Quentin Richardson","1999-00","DePaul","CUSA","33","1150","7.0","16.3","0.432","4.5","9.7","0.464","2.5","6.6","0.384","2.9","4.1","0.706","11.3","2.5","1.2","0.3","2.7","2.6","19.5","8.9"
"Speedy Claxton","1996-97","Hofstra","AEC","27","916","5.9","13.5","0.432","5.6","11.9","0.471","0.3","1.7","0.158","5.8","8.2","0.706","5.4","4.0","2.2","0.2","3.4","3.7","17.7","2.8"
"Speedy Claxton","1998-99","Hofstra","AEC","30","970","5.6","11.6","0.482","5.4","10.8","0.494","0.2","0.8","0.316","5.0","6.2","0.801","5.4","6.6","2.8","0.7","3.5","3.1","16.5","2.8"
"Speedy Claxton","1999-00","Hofstra","AEC","31","1089","9.3","19.8","0.470","7.4","14.8","0.500","1.9","4.9","0.381","5.5","7.2","0.764","6.2","6.8","3.7","0.2","3.7","2.6","25.9","2.8"
"Morris Peterson","1996-97","Michigan State","Big Ten","29","518","5.6","12.8","0.434","4.3","8.3","0.523","1.2","4.6","0.271","2.8","3.9","0.706","7.5","1.4","1.5","0.5","1.8","4.6","15.1","9.7"
"Morris Peterson","1998-99","Michigan State","Big Ten","38","907","8.4","15.1","0.554","7.4","12.5","0.592","1.0","2.6","0.373","5.0","6.2","0.814","9.5","1.6","1.5","1.0","2.7","4.3","22.8","9.7"
"Morris Peterson","1999-00","Michigan State","Big Ten","39","1136","7.7","16.5","0.465","4.7","9.5","0.494","3.0","7.0","0.425","4.8","6.2","0.773","8.3","1.7","1.6","0.4","3.0","2.8","23.1","9.7"
"Donnell Harvey","1999-00","Florida","SEC","37","746","7.7","15.2","0.507","7.7","15.2","0.509","0.0","0.1","0.000","4.6","7.6","0.610","13.8","2.0","1.4","1.7","3.2","5.4","20.1","-0.6"
"Mamadou N’Diaye","1996-97","Auburn","SEC","31","350","4.8","9.8","0.488","4.8","9.7","0.494","0.0","0.1","0.000","1.1","2.2","0.526","8.7","0.8","1.5","2.9",NULL,NULL,"10.7","-0.7"
"Mamadou N’Diaye","1998-99","Auburn","SEC","33","785","4.5","9.2","0.489","4.5","9.1","0.492","0.0","0.1","0.000","3.2","4.9","0.649","12.6","1.5","1.7","3.9",NULL,NULL,"12.2","-0.7"
"Mamadou N’Diaye","1999-00","Auburn","SEC","34","903","4.4","8.3","0.535","4.4","8.3","0.535","0.0","0.0",NULL,"4.6","6.9","0.665","11.8","0.8","1.2","2.9",NULL,NULL,"13.4","-0.7"
"Erick Barkley","1998-99","St. John's (NY)","Big East","37","1228","5.1","12.9","0.395","3.3","7.5","0.433","1.9","5.4","0.343","4.2","5.4","0.772","3.8","5.7","2.7","0.3","2.5","3.0","16.3","-0.1"
"Erick Barkley","1999-00","St. John's (NY)","Big East","28","1033","6.2","15.5","0.398","4.2","9.3","0.454","1.9","6.2","0.313","3.1","4.7","0.664","3.3","4.9","3.3","0.3","2.6","2.5","17.4","-0.1"
"Mark Madsen","1996-97","Stanford","Pac-10","25","410","5.0","9.3","0.537","5.0","9.3","0.537","0.0","0.0",NULL,"4.4","7.2","0.608","12.3","0.8","0.6","1.1","2.1","7.5","14.3","-0.2"
"Mark Madsen","1998-99","Stanford","Pac-10","33","969","6.3","10.4","0.605","6.3","10.4","0.607","0.0","0.0","0.000","5.2","9.0","0.583","12.3","0.7","0.7","0.9","2.1","3.1","17.9","-0.2"
"Mark Madsen","1999-00","Stanford","Pac-10","23","628","6.9","11.7","0.587","6.9","11.7","0.587","0.0","0.0",NULL,"4.1","7.2","0.575","13.6","1.6","0.8","1.3","2.2","3.3","17.9","-0.2"
"Dan Langhi","1996-97","Vanderbilt","SEC","32","477","2.8","6.4","0.434","2.0","4.1","0.490","0.8","2.3","0.333","4.6","6.2","0.743","6.4","0.8","0.9","0.3","2.3","2.7","10.9","-1.5"
"Dan Langhi","1998-99","Vanderbilt","SEC","29","954","6.8","14.2","0.479","4.8","9.1","0.532","2.0","5.1","0.385","5.9","7.0","0.844","8.8","1.5","1.0","0.3","2.9","2.2","21.5","-1.5"
"Dan Langhi","1999-00","Vanderbilt","SEC","30","1033","8.6","18.0","0.477","6.4","12.4","0.511","2.2","5.6","0.403","6.3","7.2","0.871","7.0","0.9","0.5","0.3","2.1","2.2","25.7","-1.5"
"AJ Guyton","1996-97","Indiana","Big Ten","33","1107","5.7","13.0","0.435","3.6","7.8","0.468","2.0","5.2","0.386","2.9","3.4","0.851","4.0","4.7","1.4","0.6","2.6","1.5","16.3","-1.1"
"AJ Guyton","1998-99","Indiana","Big Ten","34","1158","6.8","15.0","0.455","4.2","8.6","0.492","2.6","6.5","0.406","2.5","3.2","0.755","4.0","3.0","0.8","0.5","2.7","1.5","18.8","-1.1"
"AJ Guyton","1999-00","Indiana","Big Ten","29","995","8.2","17.8","0.459","5.3","10.9","0.485","2.9","6.9","0.419","3.6","4.6","0.789","3.6","2.7","1.2","0.5","2.8","1.1","22.9","-1.1"
"Jake Voskuhl","1996-97","UConn","Big East","33","678","2.8","5.8","0.485","2.8","5.8","0.485","0.0","0.0",NULL,"2.1","3.4","0.632","10.7","1.2","1.4","2.7","2.2","6.5","7.8","-0.3"
"Jake Voskuhl","1998-99","UConn","Big East","34","728","3.6","7.1","0.512","3.6","7.1","0.512","0.0","0.0",NULL,"3.0","4.8","0.621","12.0","2.1","1.1","2.8","3.4","5.8","10.2","-0.3"
"Jake Voskuhl","1999-00","UConn","Big East","34","778","5.6","9.8","0.571","5.6","9.8","0.571","0.0","0.0",NULL,"3.7","5.3","0.683","11.3","2.0","0.9","2.4","3.2","4.8","14.9","-0.3"
"Khalid El-Amin","1998-99","UConn","Big East","36","1031","6.8","16.4","0.412","4.8","10.5","0.454","2.0","5.9","0.338","3.8","4.9","0.778","3.9","5.4","2.3","0.0","3.7","3.2","19.3","-0.4"
"Khalid El-Amin","1999-00","UConn","Big East","35","1118","7.0","17.0","0.411","4.7","10.7","0.443","2.3","6.3","0.356","3.8","4.3","0.892","3.9","6.5","2.1","0.1","3.3","2.6","20.0","-0.4"
"Mike Smith","1998-99","Louisiana-Monroe","Southland","27","927","7.2","16.5","0.433","4.8","8.5","0.566","2.4","8.1","0.294","4.9","6.6","0.739","8.0","2.2","2.1","0.7","5.2","2.3","21.6","-0.2"
